domain,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
www.golem.de,0.0761719289164941,0.09196302335111234,0.022394755003450652,0.05037551467758253,46.0
www.freitag.de,0.0302085877085877,0.2732932783467967,0.07175417175417174,0.10590077528661773,39.0
www.transfermarkt.de,0.11534212784212783,0.25346215062140004,0.036036036036036036,0.1382492779831521,37.0
www.der-postillon.com,0.08583180708180706,0.365193614021304,0.11301892551892553,0.12978585863227443,26.0
web.de,-0.11939999999999999,0.3189544115805058,0.053,0.12254250963101199,25.0
www.prnewswire.com,0.2655797101449275,0.28949564671787215,0.0,0.0,23.0
t3n.de,0.16786796536796536,0.22364405613489924,0.06937229437229436,0.11309922526578363,22.0
www.manager-magazin.de,-0.04388471177944862,0.17352375675588955,0.12023809523809526,0.1888009165555471,19.0
de.rt.com,0.01776733500417711,0.21557860500290987,0.020614035087719296,0.05018241578283343,19.0
noe.orf.at,-0.033508771929824564,0.18606209531723583,0.05789473684210527,0.12364929760383084,19.0
www.brigitte.de,0.1764969135802469,0.1429350224779448,0.07425925925925925,0.10316910134005457,18.0
www.t-online.de,-0.09617647058823531,0.22469656600152083,0.08480392156862746,0.15768054285412403,17.0
ooe.orf.at,0.08640056022408962,0.19703899248788057,0.05275443510737628,0.10170237686748185,17.0
burgenland.orf.at,0.06729166666666665,0.17867867414468996,0.10178571428571428,0.1453005330270993,16.0
tirol.orf.at,-0.021000000000000005,0.15713020331448307,0.14182539682539683,0.1866819519171035,15.0
vorarlberg.orf.at,0.13700680272108842,0.23409367621472987,0.041496598639455776,0.07630894113093094,14.0
www.ndr.de,0.12645833333333334,0.15350374464882646,0.010416666666666666,0.03608439182435161,12.0
futurezone.at,-0.06493055555555556,0.2235323791691866,0.048611111111111105,0.11491286407520408,12.0
www.giga.de,0.15088744588744588,0.2030492981288648,0.13095238095238096,0.1605157503874588,11.0
www.businessinsider.de,0.07424242424242423,0.20590095196526417,0.045454545454545456,0.08631045677955221,11.0
www.fr.de,-0.19696969696969696,0.5260871379987129,0.0,0.0,11.0
www.perlentaucher.de,0.17083333333333334,0.34064322779408857,0.07666666666666666,0.12352837430833154,10.0
salzburg.orf.at,0.03775000000000003,0.3276887944188118,0.09166666666666667,0.14584999904772789,10.0
hallespektrum.de,0.014999999999999996,0.24415386769639982,0.0625,0.13501543121683043,10.0
wien.orf.at,0.047166666666666655,0.1456955433704981,0.04666666666666667,0.07888106377466154,10.0
de.euronews.com,-0.029166666666666667,0.11635208911736526,0.056666666666666664,0.1315153842571138,10.0
www.chip.de,0.06631944444444443,0.30738078065462,0.14912698412698414,0.14579741666195392,10.0
kaernten.orf.at,-0.08685185185185186,0.21085218039021708,0.08333333333333333,0.1767766952966369,9.0
stadt-bremerhaven.de,-0.0035185185185185133,0.3517638535182023,0.12098765432098764,0.18454519039429892,9.0
sport.orf.at,0.254537037037037,0.22003752485810005,0.03333333333333333,0.06666666666666667,9.0
www.horizont.net,0.1233862433862434,0.24643152683349082,0.10555555555555556,0.17756063127218763,9.0
www.autobild.de,0.0809375,0.29192690346092753,0.13452380952380952,0.12348859504657086,8.0
www.wissenschaft.de,0.060625,0.2470748512958313,0.140625,0.20526007022451162,8.0
www.computerwoche.de,0.02187499999999999,0.2509971186516462,0.05625,0.10500850305706541,8.0
www.cio.de,0.155,0.12029065329376705,0.11458333333333334,0.12830936696435555,8.0
www.computerbase.de,0.35297619047619044,0.3955679979539435,0.0,0.0,7.0
praxistipps.chip.de,0.28468253968253965,0.20294999365462962,0.11309523809523808,0.10480248131939884,6.0
www.fitforfun.de,-0.06924603174603174,0.2532962028225522,0.10714285714285714,0.08350322817500086,6.0
www.spektrum.de,0.21819444444444447,0.1315404634267286,0.07777777777777778,0.09108400680852977,6.0
www.lobbycontrol.de,0.11722222222222221,0.11298803607593282,0.09166666666666667,0.11143009766964519,6.0
www.msn.com,-0.19055555555555556,0.3030981994643296,0.0,0.0,6.0
steiermark.orf.at,0.14716666666666667,0.22104989381484794,0.025,0.05590169943749475,5.0
www.voltairenet.org,0.0019999999999999974,0.11793595248646142,0.06666666666666667,0.09128709291752768,5.0
oesterreich.orf.at,0.267,0.49630635700139886,0.06533333333333333,0.08949239570426579,5.0
www.finanzen.net,0.010460317460317465,0.25343304468452815,0.06666666666666667,0.14907119849998596,5.0
science.orf.at,-0.0020666666666666693,0.1465689826213809,0.008,0.01788854381999832,5.0
www.deutsche-startups.de,0.11249999999999999,0.10812801055539062,0.1125,0.10307764064044152,4.0
www.googlewatchblog.de,0.0625,0.3560001560548971,0.1875,0.3218508396182352,4.0
11freunde.de,0.02416666666666667,0.24955330463019687,0.0,0.0,4.0
de.catholicnewsagency.com,0.175,0.3627314076201205,0.0,0.0,4.0
netzpolitik.org,-0.06,0.1373559851869101,0.11071428571428571,0.14303560281786276,4.0
help.orf.at,-0.01904761904761905,0.1542911031784731,0.07738095238095237,0.05872479597995533,4.0
etailment.de,0.04375,0.0875,0.125,0.25,4.0
www.pcgames.de,0.019166666666666665,0.11795714852813664,0.07738095238095238,0.08987898137227084,4.0
www.abendblatt.de,-0.11666666666666665,0.20207259421636903,0.0,0.0,3.0
weather.com,-0.14666666666666664,0.1501110699893027,0.125,0.21650635094610965,3.0
www.bz-berlin.de,-0.05666666666666668,0.19139836293274123,0.16666666666666666,0.2886751345948129,3.0
www.rtl.de,0.38888888888888884,0.35642255405212087,0.1111111111111111,0.19245008972987526,3.0
www.zdnet.de,0.2541666666666667,0.277357320677377,0.041666666666666664,0.07216878364870323,3.0
www.mobiflip.de,0.0,0.0,0.08333333333333333,0.14433756729740646,3.0
www.capital.de,0.1259259259259259,0.14069199935720428,0.024691358024691357,0.042766686606638946,3.0
oe3.orf.at,0.4041666666666666,0.16682284349306337,0.0,0.0,3.0
www.computerbild.de,0.09166666666666663,0.37499999999999994,0.0,0.0,3.0
www.zdf.de,0.05833333333333333,0.10103629710818451,0.0,0.0,3.0
www.rbb24.de,0.17499999999999996,0.3031088913245535,0.0,0.0,3.0
www.apfelpage.de,0.5416666666666667,0.3653385036130496,0.0,0.0,2.0
rivva.de,0.175,0.0,0.0,0.0,2.0
www.urlaubspiraten.de,0.2283333333333333,0.15792051446499558,0.0,0.0,2.0
www.merkur.de,0.35,0.023570226039551598,0.041666666666666664,0.05892556509887896,2.0
www.maclife.de,0.71,0.12727922061357863,0.0,0.0,2.0
sz-magazin.sueddeutsche.de,-0.04062499999999999,0.1988737822087165,0.015625,0.02209708691207961,2.0
www.kreiszeitung.de,-0.12999999999999998,0.18384776310850232,0.0,0.0,2.0
www.de24live.de,-0.09999999999999999,0.1414213562373095,0.14285714285714285,0.20203050891044214,2.0
scilogs.spektrum.de,0.175,0.24748737341529162,0.0,0.0,2.0
www.kino-zeit.de,0.16666666666666666,0.23570226039551584,0.0,0.0,2.0
'Inflation',0.0,0.0,0.0,0.0,2.0
www.kalenderblatt.de,0.16999999999999998,0.24041630560342614,0.0,0.0,2.0
'Krieg',0.0,0.0,0.0,0.0,2.0
www.iphone-ticker.de,-0.07500000000000001,0.10606601717798214,0.0,0.0,2.0
www.rezeptwelt.de,-0.06363636363636363,0.08999540851465149,0.0,0.0,2.0
www.dealdoktor.de,0.25,0.3535533905932738,0.0,0.0,2.0
'Gas',0.0,0.0,0.0,0.0,2.0
excitingcommerce.de,-0.26249999999999996,0.3712310601229374,0.0,0.0,2.0
winfuture.de,0.17499999999999996,0.24748737341529156,0.08333333333333333,0.11785113019775792,2.0
www.br.de,-0.16666666666666666,0.7071067811865475,0.0,0.0,2.0
www.dwdl.de,0.125,0.1767766952966369,0.0,0.0,2.0
www.waz.de,0.065,0.6151828996322963,0.0,0.0,2.0
rp-online.de,0.11666666666666665,0.1649915822768611,0.0,0.0,2.0
www.titanic-magazin.de,0.0,1.0,0.0,1.0,1.0
www.rnd.de,0.0,1.0,0.0,1.0,1.0
www.sport.de,0.0,1.0,0.0,1.0,1.0
www.spox.com,0.0,1.0,0.0,1.0,1.0
blog.hubspot.de,0.0,1.0,0.0,1.0,1.0
www.vital.de,0.0,1.0,0.0,1.0,1.0
'Putin',0.0,1.0,0.0,1.0,1.0
www.geschichte.fm,0.0,1.0,0.0,1.0,1.0
www.nw.de,0.0,1.0,0.0,1.0,1.0
meedia.de,0.0,1.0,0.0,1.0,1.0
prod.berliner-zeitung.de,0.0,1.0,0.0,1.0,1.0
sanktionscenter.wordpress.com,0.0,1.0,0.0,1.0,1.0
onlinemarketing.de,0.0,1.0,0.0,1.0,1.0
versicherungswirtschaft-heute.de,0.0,1.0,0.0,1.0,1.0
www.agrarheute.com,0.0,1.0,0.0,1.0,1.0
www.appgefahren.de,0.0,1.0,0.0,1.0,1.0
www.b4bschwaben.de,0.0,1.0,0.0,1.0,1.0
www.businesswire.com,0.0,1.0,0.0,1.0,1.0
www.butenunbinnen.de,0.0,1.0,0.0,1.0,1.0
www.derstandard.at,0.0,1.0,0.0,1.0,1.0
learngerman.dw.com,0.0,1.0,0.0,1.0,1.0
fcbinside.de,0.0,1.0,0.0,1.0,1.0
www.france24.com,0.0,1.0,0.0,1.0,1.0
www.gameswelt.de,0.0,1.0,0.0,1.0,1.0
www.globenewswire.com,0.0,1.0,0.0,1.0,1.0
ibiza-heute.de,0.0,1.0,0.0,1.0,1.0
www.guetsel.de,0.0,1.0,0.0,1.0,1.0
www.infranken.de,0.0,1.0,0.0,1.0,1.0
www.inside-digital.de,0.0,1.0,0.0,1.0,1.0
fm4.orf.at,0.0,1.0,0.0,1.0,1.0
www.kino.de,0.0,1.0,0.0,1.0,1.0
www.kraftfuttermischwerk.de,0.0,1.0,0.0,1.0,1.0
'Energiepreise',0.0,1.0,0.0,1.0,1.0
